SinhVienKey,MaSinhVien,HoTen,GioiTinh,NgaySinh,QueQuan,NgayNhapHoc,KhoaHoc,NamSinhVien,TrangThaiHocTap,LopKey,NganhKey,KhoaKey,NhomNangLuc
191,SV15003057,Trung Phạm,Nam,2006-12-30,Nghệ An,2024-09-22,Khóa 15,2,Đang học,3,1,1,Trung bình
192,SV15003058,Nam Đặng,Nam,2006-03-20,Ninh Bình,2024-08-03,Khóa 15,2,Cảnh báo học vụ,3,1,1,Xuất sắc
193,SV15003059,Cô Hạnh Dương,Nữ,2006-07-22,Bắc Giang,2024-09-09,Khóa 15,2,Đang học,3,1,1,Giỏi
194,SV15003060,Phương Hải Nguyễn,Nam,2006-05-19,Thanh Hóa,2024-09-25,Khóa 15,2,Đang học,3,1,1,Trung bình
195,SV15003061,Quý ông Huy Nguyễn,Nam,2006-08-31,Ninh Bình,2024-09-03,Khóa 15,2,Cảnh báo học vụ,3,1,1,Yếu
196,SV15003062,Lâm Đức Mai,Nam,2006-09-04,Bắc Giang,2024-09-20,Khóa 15,2,Đang học,3,1,1,Khá
197,SV15003063,Kim Quang Nguyễn,Nam,2006-06-18,Quảng Ninh,2024-09-15,Khóa 15,2,Đang học,3,1,1,Khá
198,SV15003064,Trọng Nguyễn,Nam,2006-07-03,Hà Nam,2024-08-15,Khóa 15,2,Cảnh báo học vụ,3,1,1,Yếu
199,SV15003065,Quý cô Hương Đặng,Nữ,2006-02-17,Thái Nguyên,2024-08-26,Khóa 15,2,Đang học,3,1,1,Khá
200,SV15003066,Quang Bùi,Nam,2006-03-29,Ninh Bình,2024-08-21,Khóa 15,2,Đang học,3,1,1,Trung bình
201,SV15003067,Lâm Mai Nguyễn,Nam,2006-02-17,Thái Bình,2024-08-04,Khóa 15,2,Đang học,3,1,1,Giỏi
202,SV15003068,Bác Phúc Bùi,Nam,2006-12-17,Bắc Giang,2024-08-13,Khóa 15,2,Đang học,3,1,1,Khá
203,SV15003069,Trọng Thế Lê,Nam,2006-04-30,Bắc Giang,2024-09-11,Khóa 15,2,Cảnh báo học vụ,3,1,1,Yếu
204,SV15003070,Kim Bảo Mai,Nam,2006-06-17,Nghệ An,2024-08-20,Khóa 15,2,Cảnh báo học vụ,3,1,1,Yếu
205,SV15003071,Thành Bùi,Nam,2006-11-26,Hà Nội,2024-09-05,Khóa 15,2,Đang học,3,1,1,Khá
206,SV15003072,Trọng Mai Bảo Vũ,Nam,2006-10-27,Nghệ An,2024-08-31,Khóa 15,2,Đang học,3,1,1,Khá
207,SV15003073,Nhật Đặng,Nữ,2006-08-02,Nam Định,2024-08-09,Khóa 15,2,Cảnh báo học vụ,3,1,1,Khá
208,SV16004001,Nhật Vũ,Nữ,2007-03-14,Quảng Ninh,2025-08-08,Khóa 16,1,Đang học,4,1,1,Khá
209,SV16004002,Anh Quang Phạm,Nam,2007-12-28,Hải Phòng,2025-08-30,Khóa 16,1,Đang học,4,1,1,Khá
210,SV16004003,Quý cô Ánh Dương,Nữ,2007-01-17,Hưng Yên,2025-08-27,Khóa 16,1,Đang học,4,1,1,Trung bình
211,SV16004004,Cô Hải Nguyễn,Nữ,2007-04-18,Bắc Ninh,2025-09-15,Khóa 16,1,Đang học,4,1,1,Yếu
212,SV16004005,Nhật Quang Bùi,Nam,2007-12-12,Hải Dương,2025-09-21,Khóa 16,1,Đang học,4,1,1,Khá
213,SV16004006,Bà Hồng Trần,Nữ,2007-02-16,Bắc Ninh,2025-08-28,Khóa 16,1,Đang học,4,1,1,Khá
214,SV16004007,Hưng Mai,Nam,2007-12-03,Hà Nam,2025-08-13,Khóa 16,1,Đang học,4,1,1,Giỏi
215,SV16004008,Dũng Tấn Phạm,Nam,2007-04-14,Hà Nam,2025-09-29,Khóa 16,1,Đang học,4,1,1,Khá
216,SV16004009,An Thế Lê,Nam,2007-08-08,Nam Định,2025-08-27,Khóa 16,1,Đang học,4,1,1,Khá
217,SV16004010,Bà Chi Mai,Nữ,2007-10-19,Hải Dương,2025-08-08,Khóa 16,1,Bảo lưu,4,1,1,Giỏi
218,SV16004011,Anh Đức Bùi,Nam,2007-01-04,Nghệ An,2025-08-18,Khóa 16,1,Bảo lưu,4,1,1,Giỏi
219,SV16004012,Ông Trọng Đặng,Nam,2007-06-06,Bắc Ninh,2025-09-24,Khóa 16,1,Đang học,4,1,1,Xuất sắc
220,SV16004013,Yến Mai,Nữ,2007-01-01,Hưng Yên,2025-08-07,Khóa 16,1,Cảnh báo học vụ,4,1,1,Khá
221,SV16004014,Nam Nguyễn,Nam,2007-09-01,Thái Nguyên,2025-08-31,Khóa 16,1,Cảnh báo học vụ,4,1,1,Khá
222,SV16004015,Nam Văn Dương,Nam,2007-01-20,Hà Nam,2025-08-02,Khóa 16,1,Đang học,4,1,1,Trung bình
223,SV16004016,Bảo Nguyễn,Nam,2007-03-19,Hưng Yên,2025-09-27,Khóa 16,1,Đang học,4,1,1,Khá
224,SV16004017,Châu Hoàng Phạm,Nam,2007-01-16,Thái Bình,2025-09-06,Khóa 16,1,Đang học,4,1,1,Khá
225,SV16004018,Ông Trung Nguyễn,Nam,2007-05-02,Thái Nguyên,2025-09-20,Khóa 16,1,Đang học,4,1,1,Trung bình
226,SV16004019,Quý ông Minh Trần,Nam,2007-12-15,Hà Nội,2025-09-10,Khóa 16,1,Đang học,4,1,1,Khá
227,SV16004020,Ông Tú Vũ,Nam,2007-06-05,Hải Phòng,2025-08-24,Khóa 16,1,Đang học,4,1,1,Khá
228,SV16004021,Hà Quang Nguyễn,Nam,2007-03-14,Phú Thọ,2025-08-03,Khóa 16,1,Đang học,4,1,1,Trung bình
229,SV16004022,Minh Hải Nguyễn,Nam,2007-01-20,Nghệ An,2025-08-30,Khóa 16,1,Đang học,4,1,1,Khá
230,SV16004023,Dương Phạm,Nữ,2007-01-02,Hà Nội,2025-08-01,Khóa 16,1,Đang học,4,1,1,Trung bình
231,SV16004024,Bảo Hữu Phạm,Nam,2007-10-21,Thái Bình,2025-09-13,Khóa 16,1,Đang học,4,1,1,Trung bình
232,SV16004025,Xuân Bùi,Nữ,2007-07-11,Quảng Ninh,2025-08-10,Khóa 16,1,Đang học,4,1,1,Giỏi
233,SV16004026,Bà Bảo Hoàng,Nữ,2007-04-06,Thái Bình,2025-08-05,Khóa 16,1,Đang học,4,1,1,Khá
234,SV16004027,Hoàng Bùi,Nam,2007-06-21,Hải Dương,2025-08-05,Khóa 16,1,Đang học,4,1,1,Trung bình
235,SV16004028,Vi Lê,Nữ,2007-10-29,Hà Nội,2025-09-28,Khóa 16,1,Đang học,4,1,1,Khá
236,SV16004029,Quý ông Nam Đặng,Nam,2007-11-02,Thái Bình,2025-09-18,Khóa 16,1,Đang học,4,1,1,Xuất sắc
237,SV16004030,Nhiên Xuân Phạm,Nam,2007-08-19,Bắc Ninh,2025-09-19,Khóa 16,1,Đang học,4,1,1,Trung bình
238,SV16004031,Trung Phạm,Nam,2007-07-10,Hải Phòng,2025-08-06,Khóa 16,1,Đang học,4,1,1,Yếu
239,SV16004032,Châu Đức Mai,Nam,2007-06-12,Hải Dương,2025-08-12,Khóa 16,1,Đang học,4,1,1,Trung bình
240,SV16004033,Cô Bảo Hoàng,Nữ,2007-12-01,Hải Phòng,2025-09-27,Khóa 16,1,Đang học,4,1,1,Khá
241,SV16004034,Khoa Dương,Nam,2007-12-26,Hà Nam,2025-08-03,Khóa 16,1,Đang học,4,1,1,Trung bình
242,SV16004035,Quý cô Ánh Đặng,Nữ,2007-05-02,Hải Phòng,2025-08-26,Khóa 16,1,Đang học,4,1,1,Khá
243,SV16004036,Cô Kim Bùi,Nữ,2007-03-31,Ninh Bình,2025-09-02,Khóa 16,1,Đang học,4,1,1,Trung bình
244,SV16004037,Thành Dương,Nam,2007-06-11,Hải Phòng,2025-09-20,Khóa 16,1,Đang học,4,1,1,Yếu
245,SV16004038,Dũng Mai Phạm,Nam,2007-04-09,Bắc Ninh,2025-09-23,Khóa 16,1,Đang học,4,1,1,Giỏi
246,SV16004039,Hoàng Vũ,Nam,2007-02-16,Hải Phòng,2025-09-14,Khóa 16,1,Đang học,4,1,1,Xuất sắc
247,SV16004040,Thành Đức Phạm,Nam,2007-11-13,Thái Bình,2025-09-09,Khóa 16,1,Đang học,4,1,1,Khá
248,SV16004041,Anh Minh Lê,Nam,2007-08-11,Thanh Hóa,2025-08-03,Khóa 16,1,Đang học,4,1,1,Khá
249,SV16004042,Nam Trí Vũ,Nam,2007-03-01,Quảng Ninh,2025-08-16,Khóa 16,1,Đang học,4,1,1,Xuất sắc
250,SV16004043,Khoa Lê,Nam,2007-06-06,Bắc Ninh,2025-08-16,Khóa 16,1,Đang học,4,1,1,Khá
251,SV16004044,Bảo Văn Hoàng,Nam,2007-09-04,Vĩnh Phúc,2025-09-05,Khóa 16,1,Đang học,4,1,1,Xuất sắc
252,SV16004045,Thành Nguyễn,Nam,2007-12-07,Thái Bình,2025-08-12,Khóa 16,1,Đang học,4,1,1,Khá
253,SV16004046,Ông Khoa Trần,Nam,2007-05-02,Ninh Bình,2025-08-12,Khóa 16,1,Đang học,4,1,1,Giỏi
254,SV16004047,Ông Tú Phạm,Nam,2007-03-31,Nghệ An,2025-08-14,Khóa 16,1,Đang học,4,1,1,Khá
255,SV16004048,Chị Kim Hoàng,Nữ,2007-05-22,Hà Nam,2025-09-12,Khóa 16,1,Đang học,4,1,1,Trung bình
256,SV16004049,Châu Trí Dương,Nam,2007-06-03,Nam Định,2025-08-04,Khóa 16,1,Đang học,4,1,1,Khá
257,SV16004050,Hà Hoàng,Nữ,2007-06-06,Thanh Hóa,2025-08-11,Khóa 16,1,Đang học,4,1,1,Khá
258,SV16004051,Hà Phạm,Nữ,2007-07-25,Nam Định,2025-09-03,Khóa 16,1,Cảnh báo học vụ,4,1,1,Khá
259,SV16004052,Ông Bảo Nguyễn,Nam,2007-01-08,Thái Nguyên,2025-08-17,Khóa 16,1,Đang học,4,1,1,Khá
260,SV16004053,Trung Hữu Hoàng,Nam,2007-06-02,Vĩnh Phúc,2025-09-28,Khóa 16,1,Đang học,4,1,1,Giỏi
261,SV16004054,Lâm Đức Phạm,Nam,2007-02-19,Bắc Giang,2025-09-17,Khóa 16,1,Đang học,4,1,1,Trung bình
262,SV16004055,Kim Tấn Đặng,Nam,2007-01-14,Quảng Ninh,2025-08-07,Khóa 16,1,Đang học,4,1,1,Khá
263,SV16004056,Quang Đức Nguyễn,Nam,2007-10-11,Hà Nội,2025-08-06,Khóa 16,1,Đang học,4,1,1,Trung bình
264,SV16004057,Anh Châu Trần,Nam,2007-10-09,Vĩnh Phúc,2025-09-16,Khóa 16,1,Đang học,4,1,1,Khá
265,SV16004058,Dương Trần,Nữ,2007-03-07,Thái Bình,2025-08-27,Khóa 16,1,Đang học,4,1,1,Yếu
266,SV16004059,Quang Phú Trần,Nam,2007-06-12,Hà Nội,2025-09-02,Khóa 16,1,Cảnh báo học vụ,4,1,1,Khá
267,SV16004060,An Bảo Mai,Nam,2007-01-07,Hà Nam,2025-08-11,Khóa 16,1,Đang học,4,1,1,Trung bình
268,SV16004061,Hạnh Hoàng Trần,Nam,2007-05-31,Thái Nguyên,2025-08-08,Khóa 16,1,Đang học,4,1,1,Khá
269,SV16004062,Mai Nguyễn,Nữ,2007-02-26,Thái Nguyên,2025-08-18,Khóa 16,1,Đang học,4,1,1,Giỏi
270,SV16004063,An Xuân Trần,Nam,2007-05-18,Phú Thọ,2025-08-16,Khóa 16,1,Đang học,4,1,1,Giỏi
271,SV16004064,Quang Trần,Nam,2007-02-02,Hà Nội,2025-08-27,Khóa 16,1,Đang học,4,1,1,Yếu
272,SV16004065,Trọng Đức Trần,Nam,2007-11-10,Nam Định,2025-09-19,Khóa 16,1,Đang học,4,1,1,Khá
273,SV16004066,Khoa Đức Hoàng,Nam,2007-01-07,Hà Nam,2025-09-21,Khóa 16,1,Cảnh báo học vụ,4,1,1,Khá
274,SV16004067,Trung Hữu Trần,Nam,2007-11-17,Hưng Yên,2025-08-23,Khóa 16,1,Đang học,4,1,1,Giỏi
275,SV16004068,Bảo Đức Lê,Nam,2007-03-13,Vĩnh Phúc,2025-08-17,Khóa 16,1,Cảnh báo học vụ,4,1,1,Giỏi
276,SV16004069,Nhật Mai,Nữ,2007-12-11,Hà Nam,2025-09-06,Khóa 16,1,Đang học,4,1,1,Khá
277,SV16004070,Châu Mai Dương,Nam,2007-06-03,Nghệ An,2025-08-05,Khóa 16,1,Đang học,4,1,1,Trung bình
278,SV16004071,Nhật Văn Đặng,Nam,2007-04-29,Thái Nguyên,2025-08-17,Khóa 16,1,Đang học,4,1,1,Khá
279,SV16004072,Kim Tấn Vũ,Nam,2007-09-21,Thái Bình,2025-08-15,Khóa 16,1,Đang học,4,1,1,Khá
280,SV16004073,Bảo Mai Bùi,Nam,2007-04-15,Ninh Bình,2025-08-07,Khóa 16,1,Đang học,4,1,1,Khá
281,SV13005001,Khoa Dương,Nữ,2004-04-30,Vĩnh Phúc,2022-08-25,Khóa 13,4,Tốt nghiệp,5,2,1,Khá
282,SV13005002,Quý ông Thành Nguyễn,Nam,2004-04-17,Hưng Yên,2022-09-15,Khóa 13,4,Chậm tiến độ,5,2,1,Trung bình
283,SV13005003,Quang Hoàng,Nam,2004-03-29,Vĩnh Phúc,2022-09-07,Khóa 13,4,Tốt nghiệp,5,2,1,Giỏi
284,SV13005004,Quang Đặng,Nam,2004-01-09,Vĩnh Phúc,2022-08-28,Khóa 13,4,Tốt nghiệp,5,2,1,Khá
285,SV13005005,Bác Bảo Nguyễn,Nam,2004-08-09,Vĩnh Phúc,2022-09-10,Khóa 13,4,Tốt nghiệp,5,2,1,Khá
286,SV13005006,Dũng Bùi,Nam,2004-04-12,Hà Nam,2022-08-22,Khóa 13,4,Tốt nghiệp,5,2,1,Khá
287,SV13005007,Trung Mai Hoàng,Nam,2004-03-05,Hải Phòng,2022-09-07,Khóa 13,4,Tốt nghiệp,5,2,1,Khá
288,SV13005008,Quý cô Hương Nguyễn,Nữ,2004-08-30,Phú Thọ,2022-09-28,Khóa 13,4,Tốt nghiệp,5,2,1,Trung bình
289,SV13005009,Bác Anh Vũ,Nam,2004-06-04,Nam Định,2022-09-28,Khóa 13,4,Tốt nghiệp,5,2,1,Khá
290,SV13005010,An Hải Dương,Nam,2004-03-10,Thái Nguyên,2022-08-03,Khóa 13,4,Tốt nghiệp,5,2,1,Khá
291,SV13005011,Kim Hải Lê,Nam,2004-11-16,Hải Phòng,2022-09-10,Khóa 13,4,Tốt nghiệp,5,2,1,Khá
292,SV13005012,Cô Chi Đặng,Nữ,2004-05-30,Phú Thọ,2022-09-18,Khóa 13,4,Tốt nghiệp,5,2,1,Khá
293,SV13005013,Bà Hương Bùi,Nữ,2004-10-09,Phú Thọ,2022-08-30,Khóa 13,4,Tốt nghiệp,5,2,1,Khá
294,SV13005014,Chi Mai,Nữ,2004-07-22,Quảng Ninh,2022-08-17,Khóa 13,4,Tốt nghiệp,5,2,1,Trung bình
295,SV13005015,Dương Phạm,Nữ,2004-08-10,Vĩnh Phúc,2022-09-11,Khóa 13,4,Tốt nghiệp,5,2,1,Khá
296,SV13005016,Phúc Thị Hoàng,Nam,2004-08-31,Bắc Giang,2022-09-21,Khóa 13,4,Tốt nghiệp,5,2,1,Xuất sắc
297,SV13005017,Quý ông Nhiên Đặng,Nam,2004-04-06,Quảng Ninh,2022-09-29,Khóa 13,4,Tốt nghiệp,5,2,1,Trung bình
298,SV13005018,Cô Hương Nguyễn,Nữ,2004-01-11,Vĩnh Phúc,2022-09-25,Khóa 13,4,Tốt nghiệp,5,2,1,Trung bình
299,SV13005019,Quý ông Nam Nguyễn,Nam,2004-03-09,Hà Nội,2022-09-19,Khóa 13,4,Tốt nghiệp,5,2,1,Trung bình
300,SV13005020,Phúc Văn Dương,Nam,2004-01-07,Thái Nguyên,2022-08-09,Khóa 13,4,Tốt nghiệp,5,2,1,Khá
301,SV13005021,Anh Trọng Mai,Nam,2004-04-11,Thái Bình,2022-08-31,Khóa 13,4,Tốt nghiệp,5,2,1,Khá
302,SV13005022,Châu Trí Nguyễn,Nam,2004-09-29,Hà Nội,2022-09-06,Khóa 13,4,Tốt nghiệp,5,2,1,Giỏi
303,SV13005023,Anh Đức Phạm,Nam,2004-01-25,Hải Dương,2022-09-15,Khóa 13,4,Cảnh báo học vụ,5,2,1,Yếu
304,SV13005024,Bác Huy Bùi,Nam,2004-04-15,Quảng Ninh,2022-08-21,Khóa 13,4,Tốt nghiệp,5,2,1,Giỏi
305,SV13005025,Trung Đức Bùi,Nam,2004-09-28,Hải Dương,2022-09-16,Khóa 13,4,Chậm tiến độ,5,2,1,Yếu
306,SV13005026,Quý ông Trọng Lê,Nam,2004-02-02,Hà Nội,2022-08-28,Khóa 13,4,Tốt nghiệp,5,2,1,Khá
307,SV13005027,Quang Phạm,Nam,2004-11-29,Hưng Yên,2022-08-29,Khóa 13,4,Tốt nghiệp,5,2,1,Giỏi
308,SV13005028,Nhật Hữu Dương,Nam,2004-02-21,Bắc Giang,2022-09-04,Khóa 13,4,Tốt nghiệp,5,2,1,Khá
309,SV13005029,Vũ Thị Phạm,Nam,2004-03-25,Ninh Bình,2022-08-17,Khóa 13,4,Tốt nghiệp,5,2,1,Giỏi
310,SV13005030,Lan Bùi,Nữ,2004-09-30,Thái Nguyên,2022-09-08,Khóa 13,4,Tốt nghiệp,5,2,1,Khá
311,SV13005031,Anh Phúc Dương,Nam,2004-11-20,Bắc Ninh,2022-08-09,Khóa 13,4,Tốt nghiệp,5,2,1,Giỏi
312,SV13005032,Minh Hoàng Trần,Nam,2004-03-07,Hà Nam,2022-09-24,Khóa 13,4,Tốt nghiệp,5,2,1,Giỏi
313,SV13005033,Quý cô Hà Đặng,Nữ,2004-09-15,Bắc Giang,2022-08-03,Khóa 13,4,Tốt nghiệp,5,2,1,Trung bình
314,SV13005034,Hải Hoàng,Nữ,2004-05-25,Hà Nội,2022-08-15,Khóa 13,4,Tốt nghiệp,5,2,1,Giỏi
315,SV13005035,Hưng Mai Bảo Vũ,Nam,2004-03-07,Bắc Ninh,2022-09-02,Khóa 13,4,Tốt nghiệp,5,2,1,Khá
316,SV13005036,Bác Châu Hoàng,Nam,2004-07-13,Thái Nguyên,2022-08-19,Khóa 13,4,Tốt nghiệp,5,2,1,Giỏi
317,SV13005037,Ông Châu Bùi,Nam,2004-03-25,Hải Phòng,2022-08-29,Khóa 13,4,Tốt nghiệp,5,2,1,Giỏi
318,SV13005038,Bảo Bảo Nguyễn,Nam,2004-10-01,Bắc Ninh,2022-09-11,Khóa 13,4,Tốt nghiệp,5,2,1,Khá
319,SV13005039,Thành Văn Trần,Nam,2004-01-31,Thanh Hóa,2022-08-29,Khóa 13,4,Tốt nghiệp,5,2,1,Khá
320,SV13005040,Khoa Thế Bùi,Nam,2004-01-13,Thái Bình,2022-09-25,Khóa 13,4,Tốt nghiệp,5,2,1,Khá
321,SV13005041,Bác Tùng Vũ,Nam,2004-05-07,Phú Thọ,2022-08-05,Khóa 13,4,Tốt nghiệp,5,2,1,Giỏi
322,SV13005042,Bảo Vũ,Nam,2004-10-03,Hải Dương,2022-09-20,Khóa 13,4,Tốt nghiệp,5,2,1,Trung bình
323,SV13005043,Hà Thế Mai,Nam,2004-02-15,Bắc Ninh,2022-08-01,Khóa 13,4,Tốt nghiệp,5,2,1,Khá
324,SV13005044,Trung Phạm,Nam,2004-01-25,Nghệ An,2022-09-06,Khóa 13,4,Tốt nghiệp,5,2,1,Trung bình
325,SV13005045,Ông Anh Nguyễn,Nam,2004-08-03,Phú Thọ,2022-08-20,Khóa 13,4,Tốt nghiệp,5,2,1,Trung bình
326,SV13005046,Ông Trọng Đặng,Nam,2004-11-17,Thái Bình,2022-09-10,Khóa 13,4,Tốt nghiệp,5,2,1,Trung bình
327,SV13005047,Nam Trần,Nam,2004-01-25,Nghệ An,2022-08-12,Khóa 13,4,Tốt nghiệp,5,2,1,Khá
328,SV13005048,Nhật Thế Vũ,Nam,2004-04-29,Nghệ An,2022-09-06,Khóa 13,4,Tốt nghiệp,5,2,1,Khá
329,SV13005049,Quang Trần,Nam,2004-05-17,Hà Nam,2022-09-17,Khóa 13,4,Chậm tiến độ,5,2,1,Yếu
330,SV13005050,Nhật Hải Hoàng,Nam,2004-09-02,Phú Thọ,2022-08-14,Khóa 13,4,Tốt nghiệp,5,2,1,Trung bình
331,SV13005051,Ngọc Lê,Nữ,2004-05-16,Thanh Hóa,2022-08-29,Khóa 13,4,Tốt nghiệp,5,2,1,Khá
332,SV13005052,Trọng Lê,Nam,2004-09-10,Hưng Yên,2022-08-07,Khóa 13,4,Tốt nghiệp,5,2,1,Giỏi
333,SV13005053,Khoa Hoàng,Nam,2004-08-22,Hải Dương,2022-09-02,Khóa 13,4,Tốt nghiệp,5,2,1,Trung bình
334,SV13005054,Vũ Thế Lê,Nam,2004-03-26,Bắc Giang,2022-09-17,Khóa 13,4,Tốt nghiệp,5,2,1,Khá
335,SV13005055,Trung Hữu Hoàng,Nam,2004-10-21,Hải Dương,2022-09-13,Khóa 13,4,Tốt nghiệp,5,2,1,Khá
336,SV13005056,Cô Kim Mai,Nữ,2004-05-06,Bắc Giang,2022-08-29,Khóa 13,4,Chậm tiến độ,5,2,1,Trung bình
337,SV13005057,Hạnh Dương,Nữ,2004-04-27,Hưng Yên,2022-08-26,Khóa 13,4,Tốt nghiệp,5,2,1,Khá
338,SV13005058,Dũng Hoàng,Nam,2004-04-13,Quảng Ninh,2022-09-28,Khóa 13,4,Tốt nghiệp,5,2,1,Khá
339,SV13005059,Thành Đặng,Nam,2004-05-21,Nghệ An,2022-09-20,Khóa 13,4,Tốt nghiệp,5,2,1,Khá
340,SV13005060,Quý cô Nhật Lê,Nữ,2004-10-20,Bắc Giang,2022-09-01,Khóa 13,4,Tốt nghiệp,5,2,1,Xuất sắc
341,SV13005061,Tùng Đức Đặng,Nam,2004-10-27,Phú Thọ,2022-09-12,Khóa 13,4,Tốt nghiệp,5,2,1,Khá
342,SV13005062,Minh Bùi,Nam,2004-09-30,Hải Phòng,2022-08-21,Khóa 13,4,Tốt nghiệp,5,2,1,Khá
343,SV13005063,An Phú Bùi,Nam,2004-02-01,Nghệ An,2022-08-22,Khóa 13,4,Tốt nghiệp,5,2,1,Khá
344,SV14006001,Nhật Phú Nguyễn,Nam,2005-06-09,Nghệ An,2023-09-26,Khóa 14,3,Đang học,6,2,1,Trung bình
345,SV14006002,Bảo Bảo Bùi,Nam,2005-09-08,Bắc Ninh,2023-09-22,Khóa 14,3,Đang học,6,2,1,Khá
346,SV14006003,Khoa Phạm,Nam,2005-04-06,Quảng Ninh,2023-08-08,Khóa 14,3,Đang học,6,2,1,Xuất sắc
347,SV14006004,Cô Xuân Vũ,Nữ,2005-03-28,Hà Nam,2023-08-03,Khóa 14,3,Đang học,6,2,1,Yếu
348,SV14006005,Bác Bảo Dương,Nam,2005-06-22,Hải Phòng,2023-09-07,Khóa 14,3,Bảo lưu,6,2,1,Khá
349,SV14006006,Tùng Hữu Hoàng,Nam,2005-01-29,Bắc Giang,2023-09-22,Khóa 14,3,Đang học,6,2,1,Giỏi
350,SV14006007,Khoa Vũ,Nam,2005-01-30,Bắc Ninh,2023-09-20,Khóa 14,3,Đang học,6,2,1,Trung bình
351,SV14006008,Cô Xuân Phạm,Nữ,2005-09-10,Bắc Ninh,2023-08-25,Khóa 14,3,Đang học,6,2,1,Trung bình
352,SV14006009,Xuân Bùi,Nữ,2005-08-27,Vĩnh Phúc,2023-08-31,Khóa 14,3,Đang học,6,2,1,Trung bình
353,SV14006010,Anh Tú Vũ,Nam,2005-03-15,Hà Nội,2023-09-26,Khóa 14,3,Đang học,6,2,1,Khá
354,SV14006011,Bà Nhật Bùi,Nữ,2005-10-23,Bắc Giang,2023-08-11,Khóa 14,3,Đang học,6,2,1,Trung bình
355,SV14006012,Yến Dương,Nữ,2005-12-26,Hà Nam,2023-09-03,Khóa 14,3,Đang học,6,2,1,Khá
356,SV14006013,Quý ông Tùng Trần,Nam,2005-12-23,Phú Thọ,2023-09-18,Khóa 14,3,Đang học,6,2,1,Xuất sắc
357,SV14006014,Anh Hữu Bùi,Nam,2005-04-25,Thái Bình,2023-08-08,Khóa 14,3,Đang học,6,2,1,Trung bình
358,SV14006015,Hoàng Văn Lê,Nam,2005-07-14,Bắc Ninh,2023-08-27,Khóa 14,3,Đang học,6,2,1,Trung bình
359,SV14006016,Bảo Tấn Mai,Nam,2005-01-09,Thái Nguyên,2023-08-16,Khóa 14,3,Đang học,6,2,1,Khá
360,SV14006017,Hải Mai Hoàng,Nam,2005-11-09,Hà Nội,2023-09-13,Khóa 14,3,Cảnh báo học vụ,6,2,1,Trung bình
361,SV14006018,Châu Bùi,Nam,2005-07-20,Nam Định,2023-09-19,Khóa 14,3,Đang học,6,2,1,Trung bình
362,SV14006019,Bác Nhiên Hoàng,Nam,2005-08-16,Hà Nam,2023-09-09,Khóa 14,3,Đang học,6,2,1,Khá
363,SV14006020,Châu Hoàng,Nam,2005-06-28,Hưng Yên,2023-09-22,Khóa 14,3,Đang học,6,2,1,Giỏi
364,SV14006021,Thành Mai Bảo Đặng,Nam,2005-06-09,Phú Thọ,2023-09-11,Khóa 14,3,Đang học,6,2,1,Trung bình
365,SV14006022,Quang Đặng,Nam,2005-10-24,Hà Nam,2023-08-29,Khóa 14,3,Đang học,6,2,1,Giỏi
366,SV14006023,Huy Mai Bảo Nguyễn,Nam,2005-07-29,Bắc Ninh,2023-09-23,Khóa 14,3,Đang học,6,2,1,Khá
367,SV14006024,Bà Mai Trần,Nữ,2005-06-02,Bắc Ninh,2023-08-19,Khóa 14,3,Đang học,6,2,1,Xuất sắc
368,SV14006025,Hạnh Mai Trần,Nam,2005-07-09,Hưng Yên,2023-09-13,Khóa 14,3,Cảnh báo học vụ,6,2,1,Khá
369,SV14006026,Phương Hoàng Bùi,Nam,2005-09-03,Hải Dương,2023-08-28,Khóa 14,3,Đang học,6,2,1,Khá
370,SV14006027,Ánh Phạm,Nữ,2005-02-23,Thanh Hóa,2023-08-02,Khóa 14,3,Đang học,6,2,1,Giỏi
371,SV14006028,Nhiên Trần,Nam,2005-06-22,Nam Định,2023-08-17,Khóa 14,3,Đang học,6,2,1,Khá
372,SV14006029,Trọng Thị Phạm,Nam,2005-10-25,Nghệ An,2023-09-01,Khóa 14,3,Đang học,6,2,1,Giỏi
373,SV14006030,Bác Hưng Đặng,Nam,2005-07-26,Thái Nguyên,2023-08-05,Khóa 14,3,Đang học,6,2,1,Khá
374,SV14006031,Quý ông Bảo Mai,Nam,2005-11-07,Thái Bình,2023-09-02,Khóa 14,3,Đang học,6,2,1,Giỏi
375,SV14006032,Bà Nhật Hoàng,Nữ,2005-02-03,Nam Định,2023-08-03,Khóa 14,3,Đang học,6,2,1,Khá
376,SV14006033,Thành Hoàng,Nam,2005-12-14,Hải Phòng,2023-09-25,Khóa 14,3,Cảnh báo học vụ,6,2,1,Khá
377,SV14006034,Khoa Phạm,Nữ,2005-10-15,Thanh Hóa,2023-09-21,Khóa 14,3,Đang học,6,2,1,Khá
378,SV14006035,Hoàng Mai Trần,Nam,2005-07-07,Hải Phòng,2023-08-28,Khóa 14,3,Đang học,6,2,1,Khá
379,SV14006036,Cô Nhật Vũ,Nữ,2005-03-24,Hà Nam,2023-09-01,Khóa 14,3,Đang học,6,2,1,Giỏi
380,SV14006037,Tú Đặng,Nam,2005-08-12,Hải Dương,2023-08-21,Khóa 14,3,Đang học,6,2,1,Trung bình
381,SV14006038,Quý ông Trung Bùi,Nam,2005-06-07,Bắc Giang,2023-09-16,Khóa 14,3,Đang học,6,2,1,Giỏi
